"TreeDepth","Plugin","Description","Created Date","Modified Date","Accessed Date","Changed Date"
0,"SymlinkScan","Symlink: FltMgr -> \FileSystem\Filters\FltMgr","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: Ntfs -> \Ntfs","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: LOG: -> \clfs","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: BitLocker -> \Device\BitLocker","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: IPSECDOSPDevice -> \Device\IPSECDOSP","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: UNC -> \Device\Mup","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: Partition0 -> \Device\Harddisk0\DR0","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: multi(0)disk(0)rdisk(0)partition(2) -> \Device\Harddisk0\Partition2","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: SystemPartition -> \Device\HarddiskVolume1","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: BootPartition -> \Device\HarddiskVolume1","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: HarddiskVolume1 -> \Device\HarddiskVolume1","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: multi(0)disk(0)rdisk(0)partition(3) -> \Device\Harddisk0\Partition3","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: SystemPartition -> \Device\HarddiskVolume1","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: SCSI#Disk&Ven_VMware_&Prod_VMware_Virtual_S#5&1ec51bf7&0&000000#{53f56307-b6bf-11d0-94f2-00a0c91efb8b} -> \Device\00000069","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: multi(0)disk(0)rdisk(0)partition(4) -> \Device\Harddisk0\Partition4","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: multi(0)disk(0)rdisk(0) -> \Device\Harddisk0\Partition0","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: STORAGE#Volume#{ad04d85b-4a91-11e9-a74e-806e6f6e6963}#0000000000100000#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b} -> \Device\HarddiskVolume1","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: Partition1 -> \Device\HarddiskVolume1","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: BootPartition -> \Device\HarddiskVolume1","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: PhysicalDrive0 -> \Device\Harddisk0\DR0","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: multi(0)disk(0)rdisk(0)partition(1) -> \Device\Harddisk0\Partition1","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: Harddisk0Partition1 -> \Device\HarddiskVolume1","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: Disk{b2696d52-285c-11ec-a771-806e6f6e6963} -> \Device\Harddisk0\DR0","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: C: -> \Device\HarddiskVolume1","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: Volume{20b25a2a-0000-0000-0000-100000000000} -> \Device\HarddiskVolume1","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: ROOT#vdrvroot#0000#{2e34d650-5819-42ca-84ae-d30803bae505} -> \Device\00000005","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: Spaceport -> \Device\Spaceport","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: PartmgrControl -> \Device\PartmgrControl","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: ROOT#spaceport#0000#{ef66a56f-88d1-4cd8-98c4-49faf57ad8af} -> \Device\00000006","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: ROOT#spaceport#0000#{53f5630e-b6bf-11d0-94f2-00a0c91efb8b} -> \Device\00000006","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: ROOT#volmgr#0000#{53f5630e-b6bf-11d0-94f2-00a0c91efb8b} -> \Device\00000001","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: VolMgrControl -> \Device\VolMgrControl","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: VDRVROOT -> \Device\00000005","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: ScsiPort0 -> \Device\RaidPort0","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: ScsiPort1 -> \Device\Ide\IdePort0","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: Scsi1: -> \Device\Ide\IdePort0","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: PCIIDE#IDEChannel#4&23686003&0&0#{2accfe60-c130-11d2-b082-00a0c91efb8b} -> \Device\Ide\PciIde0Channel0","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: ScsiPort2 -> \Device\Ide\IdePort1","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: Scsi0: -> \Device\RaidPort0","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: MountPointManager -> \Device\MountPointManager","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: PCI#VEN_1000&DEV_0054&SUBSYS_197615AD&REV_01#4&2509f6e&0&00A8#{2accfe60-c130-11d2-b082-00a0c91efb8b} -> \Device\NTPNP_PCI0041","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: Scsi2: -> \Device\Ide\IdePort1","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: PCIIDE#IDEChannel#4&23686003&0&1#{2accfe60-c130-11d2-b082-00a0c91efb8b} -> \Device\Ide\PciIde0Channel1","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: vmci -> \Device\vmci","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: VMCIDev -> \Device\VMCIHostDev","2021-10-08 17:25:14.000000 ",,,
0,"SymlinkScan","Symlink: DriverData -> \SystemRoot\System32\Drivers\DriverData","2021-10-08 17:25:20.000000 ",,,
0,"SymlinkScan","Symlink: BootDevice -> \Device\HarddiskVolume1","2021-10-08 17:25:20.000000 ",,,
0,"SymlinkScan","Symlink: Ip6 -> \Device\Tdx","2021-10-08 17:25:21.000000 ",,,
0,"SymlinkScan","Symlink: Ip -> \Device\Tdx","2021-10-08 17:25:21.000000 ",,,
0,"SymlinkScan","Symlink: Tcp -> \Device\Tcp","2021-10-08 17:25:21.000000 ",,,
0,"SymlinkScan","Symlink: vwififlt -> \Device\vwififlt","2021-10-08 17:25:22.000000 ",,,
0,"SymlinkScan","Symlink: fsWrap -> \Device\FsWrap","2021-10-08 17:25:22.000000 ",,,
0,"SymlinkScan","Symlink: Csc -> \Device\Mup\;Csc","2021-10-08 17:25:22.000000 ",,,
0,"SymlinkScan","Symlink: Psched -> \Device\Psched","2021-10-08 17:25:22.000000 ",,,
0,"SymlinkScan","Symlink: Nsi -> \Device\Nsi","2021-10-08 17:25:22.000000 ",,,
0,"SymlinkScan","Symlink: Dfs -> \Device\DfsClient","2021-10-08 17:25:22.000000 ",,,
0,"SymlinkScan","Symlink: gpuenergydrv -> \Device\gpuenergydrv","2021-10-08 17:25:22.000000 ",,,
0,"SymlinkScan","Symlink: ahcache -> \Device\ahcache","2021-10-08 17:25:23.000000 ",,,
0,"PsList","Process: 4 System (147952182472768)","2021-10-08 17:25:24.000000 ",,,
0,"PsList","Process: 4 System (147952182472768)","2021-10-08 17:25:24.000000 ",,,
0,"PsList","Process: 304 smss.exe (147952228954176)","2021-10-08 17:25:24.000000 ",,,
0,"PsList","Process: 304 smss.exe (147952228954176)","2021-10-08 17:25:24.000000 ",,,
0,"PsScan","Process: 4 System (147952182472768)","2021-10-08 17:25:24.000000 ",,,
0,"PsScan","Process: 4 System (147952182472768)","2021-10-08 17:25:24.000000 ",,,
0,"PsScan","Process: 304 smss.exe (147952228954176)","2021-10-08 17:25:24.000000 ",,,
0,"PsScan","Process: 304 smss.exe (147952228954176)","2021-10-08 17:25:24.000000 ",,,
0,"SymlinkScan","Symlink: {020dc2ca-42ee-48d0-bc3e-dc742679f6cf} -> \Device\NDMP1","2021-10-08 17:25:35.000000 ",,,
0,"SymlinkScan","Symlink: CdRom0 -> \Device\CdRom0","2021-10-08 17:25:35.000000 ",,,
0,"SymlinkScan","Symlink: VmGenerationCounter -> \Device\VmGenerationCounter","2021-10-08 17:25:35.000000 ",,,
0,"SymlinkScan","Symlink: ROOT#SYSTEM#0000#{3c0d501a-140b-11d1-b40f-00a0c9223196} -> \Device\0000000e","2021-10-08 17:25:37.000000 ",,,
0,"SymlinkScan","Symlink: ACPI#GenuineIntel_-_Intel64_Family_6_Model_142_-_Intel(R)_Core(TM)_i7-10510U_CPU_@_1.80GHz#_0#{dbe4373d-3c81-40cb-ace4-e0e5d05f0c9f} -> \Device\00000013","2021-10-08 17:25:37.000000 ",,,
0,"SymlinkScan","Symlink: IDE#CdRomNECVMWar_VMware_IDE_CDR00_______________1.00____#5&1778b74b&0&0.0.0#{53f56308-b6bf-11d0-94f2-00a0c91efb8b} -> \Device\Ide\IdeDeviceP0T0L0-0","2021-10-08 17:25:37.000000 ",,,
0,"SymlinkScan","Symlink: IDE#CdRomNECVMWar_VMware_IDE_CDR00_______________1.00____#5&1778b74b&0&0.0.0#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b} -> \Device\Ide\IdeDeviceP0T0L0-0","2021-10-08 17:25:37.000000 ",,,
0,"SymlinkScan","Symlink: INTELPRO_{020DC2CA-42EE-48D0-BC3E-DC742679F6CF} -> \Device\INTELPRO_{020DC2CA-42EE-48D0-BC3E-DC742679F6CF}","2021-10-08 17:25:37.000000 ",,,
0,"SymlinkScan","Symlink: Volume{ad04d86b-4a91-11e9-a74e-806e6f6e6963} -> \Device\CdRom0","2021-10-08 17:25:37.000000 ",,,
0,"SymlinkScan","Symlink: D: -> \Device\CdRom0","2021-10-08 17:25:37.000000 ",,,
0,"SymlinkScan","Symlink: {020DC2CA-42EE-48D0-BC3E-DC742679F6CF} -> \Device\NDMP1","2021-10-08 17:25:37.000000 ",,,
0,"SymlinkScan","Symlink: PCI#VEN_8086&DEV_100F&SUBSYS_075015AD&REV_01#4&bbf9765&0&0888#{cac88484-7515-4c03-82e6-71a87abac361} -> \Device\NTPNP_PCI0040","2021-10-08 17:25:37.000000 ",,,
0,"SymlinkScan","Symlink: PCI#VEN_8086&DEV_100F&SUBSYS_075015AD&REV_01#4&bbf9765&0&0888#{ad498944-762f-11d0-8dcb-00c04fc3358c} -> \Device\NTPNP_PCI0040","2021-10-08 17:25:37.000000 ",,,
0,"SymlinkScan","Symlink: ACPI#PNP0303#4&1bd7f811&0#{884b96c3-56ef-11d1-bc8c-00a0c91405dd} -> \Device\00000066","2021-10-08 17:25:37.000000 ",,,
0,"SymlinkScan","Symlink: ROOT#UMBUS#0000#{65a9a6cf-64cd-480b-843e-32c86e1ba19f} -> \Device\00000008","2021-10-08 17:25:37.000000 ",,,
0,"SymlinkScan","Symlink: ACPI#VMW0003#4&1bd7f811&0#{378de44c-56ef-11d1-bc8c-00a0c91405dd} -> \Device\00000067","2021-10-08 17:25:37.000000 ",,,
0,"SymlinkScan","Symlink: ACPI#GenuineIntel_-_Intel64_Family_6_Model_142_-_Intel(R)_Core(TM)_i7-10510U_CPU_@_1.80GHz#_1#{97fadb10-4e33-40ae-359c-8bef029dbdd0} -> \Device\00000014","2021-10-08 17:25:37.000000 ",,,
0,"SymlinkScan","Symlink: ROOT#SYSTEM#0000#{4747b320-62ce-11cf-a5d6-28db04c10000} -> \Device\0000000e","2021-10-08 17:25:37.000000 ",,,
0,"SymlinkScan","Symlink: ACPI#GenuineIntel_-_Intel64_Family_6_Model_142_-_Intel(R)_Core(TM)_i7-10510U_CPU_@_1.80GHz#_1#{dbe4373d-3c81-40cb-ace4-e0e5d05f0c9f} -> \Device\00000014","2021-10-08 17:25:37.000000 ",,,
0,"SymlinkScan","Symlink: ACPI#VMW0001#7#{3ff2c92b-6598-4e60-8e1c-0ccf4927e319} -> \Device\0000005f","2021-10-08 17:25:37.000000 ",,,
0,"SymlinkScan","Symlink: ACPI#GenuineIntel_-_Intel64_Family_6_Model_142_-_Intel(R)_Core(TM)_i7-10510U_CPU_@_1.80GHz#_0#{97fadb10-4e33-40ae-359c-8bef029dbdd0} -> \Device\00000013","2021-10-08 17:25:37.000000 ",,,
0,"SymlinkScan","Symlink: KnownDllPath -> C:\Windows\System32","2021-10-08 17:25:38.000000 ",,,
0,"SymlinkScan","Symlink: KnownDllPath -> C:\Windows\SysWOW64","2021-10-08 17:25:38.000000 ",,,
0,"SymlinkScan","Symlink: PIPE -> \Device\NamedPipe","2021-10-08 17:25:38.000000 ",,,
0,"SymlinkScan","Symlink: MAILSLOT -> \Device\MailSlot","2021-10-08 17:25:38.000000 ",,,
0,"SymlinkScan","Symlink: NUL -> \Device\Null","2021-10-08 17:25:38.000000 ",,,
0,"SymlinkScan","Symlink: CONIN$ -> \Device\ConDrv\CurrentIn","2021-10-08 17:25:38.000000 ",,,
0,"SymlinkScan","Symlink: Silos -> \Silos","2021-10-08 17:25:38.000000 ",,,
0,"SymlinkScan","Symlink: CONOUT$ -> \Device\ConDrv\CurrentOut","2021-10-08 17:25:38.000000 ",,,
0,"SymlinkScan","Symlink: AUX -> \DosDevices\COM1","2021-10-08 17:25:38.000000 ",,,
0,"SymlinkScan","Symlink: PRN -> \DosDevices\LPT1","2021-10-08 17:25:38.000000 ",,,
0,"SymlinkScan","Symlink: CON -> \Device\ConDrv\Console","2021-10-08 17:25:38.000000 ",,,
0,"PsList","Process: 396 csrss.exe (147952234586496)","2021-10-08 17:25:50.000000 ",,,
0,"PsList","Process: 396 csrss.exe (147952234586496)","2021-10-08 17:25:50.000000 ",,,
0,"PsScan","Process: 396 csrss.exe (147952234586496)","2021-10-08 17:25:50.000000 ",,,
0,"PsScan","Process: 396 csrss.exe (147952234586496)","2021-10-08 17:25:50.000000 ",,,
0,"SymlinkScan","Symlink: Session -> \Sessions\BNOLINKS","2021-10-08 17:25:50.000000 ",,,
0,"SymlinkScan","Symlink: Local -> \BaseNamedObjects","2021-10-08 17:25:50.000000 ",,,
0,"SymlinkScan","Symlink: Global -> \BaseNamedObjects","2021-10-08 17:25:50.000000 ",,,
0,"SymlinkScan","Symlink: AppContainerNamedObjects -> \Sessions\0\AppContainerNamedObjects","2021-10-08 17:25:50.000000 ",,,
0,"PsList","Process: 472 wininit.exe (147952235651200)","2021-10-08 17:25:51.000000 ",,,
0,"PsList","Process: 472 wininit.exe (147952235651200)","2021-10-08 17:25:51.000000 ",,,
0,"PsList","Process: 580 services.exe (147952236331328)","2021-10-08 17:25:51.000000 ",,,
0,"PsList","Process: 580 services.exe (147952236331328)","2021-10-08 17:25:51.000000 ",,,
0,"PsList","Process: 612 lsass.exe (147952236450816)","2021-10-08 17:25:51.000000 ",,,
0,"PsList","Process: 612 lsass.exe (147952236450816)","2021-10-08 17:25:51.000000 ",,,
0,"PsList","Process: 712 svchost.exe (147952244282112)","2021-10-08 17:25:51.000000 ",,,
0,"PsList","Process: 712 svchost.exe (147952244282112)","2021-10-08 17:25:51.000000 ",,,
0,"PsList","Process: 732 fontdrvhost.ex (147952244318720)","2021-10-08 17:25:51.000000 ",,,
0,"PsList","Process: 732 fontdrvhost.ex (147952244318720)","2021-10-08 17:25:51.000000 ",,,
0,"PsList","Process: 824 svchost.exe (147952274539392)","2021-10-08 17:25:51.000000 ",,,
0,"PsList","Process: 824 svchost.exe (147952274539392)","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 580 services.exe Loaded services.exe (C:\Windows\system32\services.exe) Size 692224 Offset 140697150291968","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 580 services.exe Loaded <volatility3.framework.renderers.UnreadableValue object at 0x7f486010efd0> (<volatility3.framework.renderers.UnreadableValue object at 0x7f486010efd0>) Size 2019328 Offset 140734614405120","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 580 services.exe Loaded KERNEL32.DLL (C:\Windows\System32\KERNEL32.DLL) Size 733184 Offset 140734608834560","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 580 services.exe Loaded KERNELBASE.dll (C:\Windows\System32\KERNELBASE.dll) Size 2707456 Offset 140734551425024","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 580 services.exe Loaded RPCRT4.dll (C:\Windows\System32\RPCRT4.dll) Size 1175552 Offset 140734580457472","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 580 services.exe Loaded sechost.dll (C:\Windows\System32\sechost.dll) Size 647168 Offset 140734581637120","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 580 services.exe Loaded cfgmgr32.dll (C:\Windows\System32\cfgmgr32.dll) Size 303104 Offset 140734549786624","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 580 services.exe Loaded ucrtbase.dll (C:\Windows\System32\ucrtbase.dll) Size 1024000 Offset 140734556733440","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 580 services.exe Loaded DPAPI.dll (C:\Windows\SYSTEM32\DPAPI.dll) Size 40960 Offset 140734545461248","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 580 services.exe Loaded EventAggregation.dll (C:\Windows\SYSTEM32\EventAggregation.dll) Size 102400 Offset 140734545330176","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 580 services.exe Loaded DEVOBJ.dll (C:\Windows\SYSTEM32\DEVOBJ.dll) Size 167936 Offset 140734545133568","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 580 services.exe Loaded scesrv.dll (C:\Windows\SYSTEM32\scesrv.dll) Size 540672 Offset 140734532157440","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 580 services.exe Loaded msvcrt.dll (C:\Windows\System32\msvcrt.dll) Size 647168 Offset 140734613553152","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 580 services.exe Loaded sspicli.dll (C:\Windows\system32\sspicli.dll) Size 192512 Offset 140734546378752","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 580 services.exe Loaded AUTHZ.dll (C:\Windows\system32\AUTHZ.dll) Size 307200 Offset 140734531436544","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 580 services.exe Loaded WUDFPlatform.dll (C:\Windows\SYSTEM32\WUDFPlatform.dll) Size 192512 Offset 140734531239936","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 580 services.exe Loaded advapi32.dll (C:\Windows\System32\advapi32.dll) Size 667648 Offset 140734578819072","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 580 services.exe Loaded bcryptPrimitives.dll (C:\Windows\System32\bcryptPrimitives.dll) Size 520192 Offset 140734550769664","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 580 services.exe Loaded profapi.dll (C:\Windows\System32\profapi.dll) Size 147456 Offset 140734547886080","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 580 services.exe Loaded DABAPI.dll (C:\Windows\SYSTEM32\DABAPI.dll) Size 65536 Offset 140734490345472","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded lsass.exe (C:\Windows\system32\lsass.exe) Size 69632 Offset 140698104954880","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded ntdll.dll (C:\Windows\SYSTEM32\ntdll.dll) Size 2019328 Offset 140734614405120","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded KERNEL32.DLL (C:\Windows\System32\KERNEL32.DLL) Size 733184 Offset 140734608834560","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded KERNELBASE.dll (C:\Windows\System32\KERNELBASE.dll) Size 2707456 Offset 140734551425024","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded RPCRT4.dll (C:\Windows\System32\RPCRT4.dll) Size 1175552 Offset 140734580457472","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded lsasrv.dll (C:\Windows\system32\lsasrv.dll) Size 1720320 Offset 140734542970880","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded msvcrt.dll (C:\Windows\System32\msvcrt.dll) Size 647168 Offset 140734613553152","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded WS2_32.dll (C:\Windows\System32\WS2_32.dll) Size 446464 Offset 140734607851520","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded sechost.dll (C:\Windows\System32\sechost.dll) Size 647168 Offset 140734581637120","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded SspiCli.dll (C:\Windows\system32\SspiCli.dll) Size 192512 Offset 140734546378752","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded WLDAP32.dll (C:\Windows\System32\WLDAP32.dll) Size 393216 Offset 140734576132096","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded ucrtbase.dll (C:\Windows\System32\ucrtbase.dll) Size 1024000 Offset 140734556733440","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded MSASN1.dll (C:\Windows\System32\MSASN1.dll) Size 73728 Offset 140734547230720","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded samsrv.dll (C:\Windows\SYSTEM32\samsrv.dll) Size 978944 Offset 140734541987840","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded bcrypt.dll (C:\Windows\System32\bcrypt.dll) Size 155648 Offset 140734558502912","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded CRYPT32.dll (C:\Windows\System32\CRYPT32.dll) Size 1978368 Offset 140734554701824","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded ncrypt.dll (C:\Windows\system32\ncrypt.dll) Size 155648 Offset 140734541791232","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded NTASN1.dll (C:\Windows\system32\NTASN1.dll) Size 245760 Offset 140734541529088","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded Wldp.dll (C:\Windows\system32\Wldp.dll) Size 151552 Offset 140734541332480","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded combase.dll (C:\Windows\System32\combase.dll) Size 3330048 Offset 140734566367232","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded bcryptPrimitives.dll (C:\Windows\System32\bcryptPrimitives.dll) Size 520192 Offset 140734550769664","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded WINTRUST.dll (C:\Windows\System32\WINTRUST.dll) Size 364544 Offset 140734554177536","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded msprivs.DLL (C:\Windows\system32\msprivs.DLL) Size 12288 Offset 2724456497152","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded netprovfw.dll (C:\Windows\SYSTEM32\netprovfw.dll) Size 86016 Offset 140734541201408","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded JOINUTIL.DLL (C:\Windows\system32\JOINUTIL.DLL) Size 266240 Offset 140734540873728","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded negoexts.DLL (C:\Windows\system32\negoexts.DLL) Size 151552 Offset 140734540677120","2021-10-08 17:25:51.000000 ",,,
0,"DllList","DLL Load: Process 612 lsass.exe Loaded CRYPTSP.dll (C:\Windows\System32\CRYPTSP.dll) Size 94208 Offset 140734554570752","2021-10-08 17:25:51.000000 ",,,
